# time[BJD] normflux normfluxerr
2458221.479421 1.020069 0.006419
2458221.480080 1.023483 0.006287
2458221.481489 1.016666 0.005967
2458221.482148 1.020382 0.005890
2458221.482808 1.019586 0.005828
2458221.483466 1.018597 0.005778
2458221.484785 1.014947 0.005658
2458221.485445 1.015647 0.005617
2458221.486197 1.019303 0.005600
2458221.486855 1.026068 0.005617
2458221.488352 1.017948 0.005553
2458221.489007 1.020482 0.005541
2458221.489667 1.019952 0.005532
2458221.490327 1.018717 0.005514
2458221.491645 1.018662 0.005473
2458221.492303 1.020295 0.005485
2458221.492962 1.011704 0.005443
2458221.493622 1.013291 0.005449
2458221.495023 1.020668 0.005476
2458221.495681 1.023754 0.005476
2458221.496339 1.015369 0.005428
2458221.496998 1.024190 0.005482
2458221.498317 1.013462 0.005425
2458221.499089 1.013786 0.005431
2458221.499841 1.017479 0.005461
2458221.500500 1.017795 0.005536
2458221.501813 1.001909 0.005421
2458221.502472 1.019736 0.005491
2458221.503130 1.014400 0.005448
2458221.503788 1.018629 0.005429
2458221.505108 1.014911 0.005404
2458221.505773 1.014272 0.005405
2458221.506434 1.011980 0.005417
2458221.507190 1.009020 0.005425
2458221.508513 1.013923 0.005408
2458221.509175 1.010711 0.005359
2458221.509832 1.013053 0.005358
2458221.510493 1.009190 0.005335
2458221.511816 1.012584 0.005367
2458221.512478 1.006527 0.005338
2458221.513140 1.006591 0.005343
2458221.513802 1.009779 0.005362
2458221.515205 1.004933 0.005317
2458221.515866 1.009567 0.005334
2458221.516527 1.004386 0.005284
2458221.517189 1.009922 0.005302
2458221.518511 1.006333 0.005292
2458221.519172 1.007698 0.005306
2458221.519836 1.005264 0.005285
2458221.520499 1.005891 0.005285
2458221.521825 1.003332 0.005258
2458221.522488 0.998149 0.005231
2458221.523151 1.001389 0.005250
2458221.523813 1.007788 0.005276
2458221.525137 0.999349 0.005223
2458221.525888 1.000808 0.005216
2458221.526552 0.993670 0.005161
2458221.527217 0.993383 0.005159
2458221.528542 0.997197 0.005180
2458221.529205 0.994830 0.005175
2458221.529867 0.993044 0.005171
2458221.530530 0.991003 0.005160
2458221.531849 1.001164 0.005207
2458221.532509 0.994835 0.005167
2458221.533172 0.988568 0.005144
2458221.533834 0.990457 0.005159
2458221.535159 0.995906 0.005179
2458221.535819 0.988919 0.005139
2458221.536482 0.989113 0.005138
2458221.537145 0.989119 0.005137
2458221.538468 0.988696 0.005140
2458221.539131 0.989557 0.005152
2458221.539928 0.992573 0.005180
2458221.540592 0.996410 0.005192
2458221.541920 0.993943 0.005170
2458221.542583 0.989331 0.005145
2458221.543246 0.989355 0.005135
2458221.543906 0.986473 0.005108
2458221.544570 0.991552 0.005128
2458221.545229 0.992653 0.005127
2458221.545892 0.992878 0.005130
2458221.546553 0.986228 0.005087
2458221.547215 0.994630 0.005124
2458221.547880 0.988695 0.005084
2458221.548541 0.992556 0.005101
2458221.549203 0.984297 0.005051
2458221.549864 0.985238 0.005053
2458221.550516 0.993140 0.005092
2458221.551178 0.984493 0.005049
2458221.551842 0.987009 0.005066
2458221.552504 0.986310 0.005070
2458221.553167 0.987913 0.005086
2458221.553828 0.986242 0.005074
2458221.554493 0.988987 0.005072
2458221.555159 0.987694 0.005042
2458221.555826 0.986825 0.005024
2458221.556488 0.986743 0.005015
2458221.557149 0.984820 0.004995
2458221.557812 0.990099 0.005016
2458221.558473 0.989772 0.005020
2458221.559134 0.991113 0.005037
2458221.559794 0.991753 0.005050
2458221.560456 0.988255 0.005036
2458221.561120 0.988140 0.005042
2458221.561782 0.990911 0.005051
2458221.562445 0.992042 0.005053
2458221.563107 0.990512 0.005049
2458221.563759 0.986296 0.005029
2458221.564422 0.981726 0.005010
2458221.565084 0.987594 0.005048
2458221.565743 0.989183 0.005059
2458221.566407 0.993274 0.005085
2458221.567066 0.988157 0.005065
2458221.567729 0.987814 0.005072
2458221.568394 0.984687 0.005056
2458221.569059 0.992100 0.005083
2458221.569724 0.988396 0.005056
2458221.570389 0.993426 0.005073
2458221.571050 0.981791 0.005010
2458221.571714 0.985722 0.005031
2458221.572379 0.989139 0.005059
2458221.573039 0.990284 0.005090
2458221.573703 0.993267 0.005124
2458221.574365 0.987579 0.005103
2458221.575029 0.988174 0.005113
2458221.575690 0.981980 0.005075
2458221.576438 0.991724 0.005109
2458221.577095 0.987841 0.005093
2458221.577757 0.992705 0.005111
2458221.578420 0.993454 0.005123
2458221.579082 0.987348 0.005105
2458221.579743 0.987277 0.005112
2458221.580405 0.991797 0.005149
2458221.581070 0.986805 0.005135
2458221.581731 0.988781 0.005153
2458221.582392 0.993175 0.005167
2458221.583052 0.994113 0.005169
2458221.583714 0.988432 0.005139
2458221.584375 0.988034 0.005119
2458221.585037 0.992640 0.005115
2458221.585703 0.995137 0.005121
2458221.586370 0.982062 0.005070
2458221.587033 0.994250 0.005156
2458221.587696 0.983093 0.005118
2458221.588358 0.985668 0.005149
2458221.589022 0.985128 0.005153
2458221.589683 0.992045 0.005183
2458221.590344 0.990936 0.005174
2458221.591007 0.984225 0.005137
2458221.591668 0.988843 0.005158
2458221.592320 0.989438 0.005160
2458221.592983 0.987518 0.005165
2458221.593644 0.989151 0.005186
2458221.594305 0.985737 0.005181
2458221.594970 0.986827 0.005209
2458221.595633 0.987563 0.005207
2458221.596296 0.990358 0.005216
2458221.596957 0.993047 0.005223
2458221.597620 0.991632 0.005221
2458221.598390 0.997266 0.005257
2458221.599052 0.982780 0.005189
2458221.599716 0.993499 0.005253
2458221.600377 0.989682 0.005236
2458221.601040 0.993390 0.005239
2458221.601703 0.989449 0.005206
2458221.602366 0.991676 0.005202
2458221.603031 0.993715 0.005208
2458221.603695 0.987014 0.005178
2458221.604357 0.988222 0.005174
2458221.605020 0.993993 0.005223
2458221.605681 0.988850 0.005206
2458221.606343 0.988626 0.005214
2458221.607006 1.013758 0.005345
2458221.607667 1.001689 0.005275
2458221.608328 0.990647 0.005208
2458221.608993 0.997172 0.005249
2458221.609656 0.991514 0.005244
2458221.610317 0.987837 0.005227
2458221.610976 0.994665 0.005267
2458221.611633 0.989689 0.005252
2458221.612296 0.995822 0.005293
2458221.613049 1.001892 0.005325
2458221.613710 0.984909 0.005237
2458221.614373 0.989311 0.005279
2458221.615036 0.994164 0.005329
2458221.615698 0.987499 0.005300
2458221.616361 0.992810 0.005331
2458221.617022 0.993427 0.005345
2458221.617687 0.987482 0.005318
2458221.618349 0.986800 0.005331
2458221.619014 0.992764 0.005359
2458221.619676 0.991401 0.005351
2458221.620338 0.991090 0.005361
2458221.620998 0.989011 0.005361
2458221.621660 0.985258 0.005357
2458221.622323 0.990260 0.005384
2458221.622985 0.993278 0.005398
2458221.623647 0.987080 0.005371
2458221.624312 0.993955 0.005413
2458221.624975 0.992801 0.005413
2458221.625637 0.995349 0.005432
2458221.626299 0.993004 0.005422
2458221.626963 0.990935 0.005397
2458221.627624 0.990285 0.005383
2458221.628288 0.992646 0.005395
2458221.628949 0.997484 0.005436
2458221.629612 0.988772 0.005389
2458221.630276 0.999562 0.005443
2458221.630937 1.001513 0.005442
2458221.631600 0.997212 0.005406
2458221.632265 0.999433 0.005408
2458221.632929 0.994072 0.005368
2458221.633593 0.995863 0.005385
2458221.634256 0.999980 0.005410
2458221.634917 0.993502 0.005374
2458221.635580 0.997650 0.005399
2458221.636241 0.999752 0.005414
2458221.636904 0.998200 0.005410
2458221.637567 0.998144 0.005413
2458221.638233 1.002668 0.005439
2458221.638895 0.996097 0.005413
2458221.639558 1.002484 0.005458
2458221.640218 1.000020 0.005445
2458221.640972 1.005957 0.005461
2458221.641634 0.991097 0.005374
2458221.642295 0.992978 0.005372
2458221.642959 1.001710 0.005396
2458221.643621 0.998612 0.005369
2458221.644287 0.997160 0.005349
2458221.644949 1.006935 0.005392
2458221.645612 1.004264 0.005362
2458221.646277 1.007488 0.005360
2458221.646938 1.003233 0.005323
2458221.647600 1.002843 0.005313
2458221.648264 1.002222 0.005311
2458221.648930 1.008604 0.005348
2458221.649594 1.000127 0.005312
2458221.650258 1.010695 0.005367
2458221.650920 1.007076 0.005342
2458221.651581 1.004986 0.005320
2458221.652240 1.006705 0.005317
2458221.652903 1.007147 0.005311
2458221.653565 1.008650 0.005310
2458221.654319 1.016488 0.005340
2458221.654982 1.015498 0.005339
2458221.655645 1.011936 0.005326
2458221.656309 1.003412 0.005287
2458221.656972 1.006097 0.005307
2458221.657633 1.006439 0.005309
2458221.658290 1.015694 0.005357
2458221.658952 1.014816 0.005352
2458221.659613 1.008187 0.005306
2458221.660275 1.017527 0.005355
2458221.660935 1.010705 0.005346
2458221.661597 1.003819 0.005303
2458221.662259 1.006594 0.005318
2458221.662924 1.005599 0.005307
2458221.663589 1.012990 0.005340
2458221.664250 1.020096 0.005373
2458221.664915 1.016650 0.005353
2458221.665577 1.016107 0.005350
2458221.666239 1.009567 0.005315
2458221.666901 1.013353 0.005329
2458221.667564 1.014239 0.005324
2458221.668227 1.014916 0.005333
2458221.668890 1.016324 0.005330
2458221.669554 1.012135 0.005313
2458221.670219 1.020427 0.005355
2458221.670882 1.022702 0.005368
2458221.671545 1.021609 0.005354
2458221.672206 1.023244 0.005356
2458221.672869 1.026552 0.005384
2458221.673529 1.024954 0.005382
2458221.674192 1.021577 0.005378
2458221.674854 1.021007 0.005385
2458221.675517 1.019640 0.005392
2458221.676179 1.022944 0.005422
2458221.676835 1.019287 0.005416
2458221.677498 1.020516 0.005429
2458221.678161 1.019150 0.005429
2458221.678824 1.014349 0.005408
2458221.679573 1.018195 0.005434
2458221.680241 1.022846 0.005445
2458221.680903 1.019119 0.005420
2458221.681654 1.023045 0.005442
2458221.682317 1.015227 0.005406
2458221.682979 1.025526 0.005476
2458221.683639 1.014324 0.005423
2458221.684306 1.020186 0.005443
2458221.684972 1.030403 0.005512
2458221.685636 1.014827 0.005441
2458221.686299 1.021614 0.005489
2458221.686960 1.015064 0.005476
2458221.687626 1.013440 0.005456
2458221.688288 1.026515 0.005530
2458221.688952 1.019563 0.005465
2458221.689614 1.022378 0.005488
2458221.690276 1.016690 0.005480
2458221.690938 1.020972 0.005510
2458221.691599 1.023692 0.005534
2458221.692261 1.017153 0.005527
2458221.692922 1.013154 0.005536
2458221.693586 1.019352 0.005585
2458221.694340 1.014037 0.005576
2458221.695003 1.020887 0.005623
2458221.695668 1.008988 0.005567
2458221.696330 1.012066 0.005593
2458221.696994 1.011579 0.005594
2458221.697652 1.014210 0.005609
2458221.698316 1.013062 0.005593
2458221.698976 1.013916 0.005603
2458221.699638 1.011938 0.005596
2458221.700293 1.008603 0.005585
2458221.701045 1.014490 0.005628
2458221.701706 1.014960 0.005637
2458221.702370 1.015032 0.005641
2458221.703035 1.009911 0.005609
2458221.703697 1.003235 0.005578
2458221.704448 1.009630 0.005613
2458221.705114 1.006367 0.005595
2458221.705777 1.011175 0.005616
2458221.706528 1.019897 0.005673
2458221.707192 1.017649 0.005680
2458221.707856 1.008765 0.005653
2458221.708517 1.005997 0.005648
2458221.709178 1.005803 0.005653
2458221.709841 1.016845 0.005727
2458221.710504 1.014204 0.005733
2458221.711167 1.005288 0.005704
2458221.711835 1.007306 0.005735
2458221.712499 1.016415 0.005805
2458221.713162 1.002416 0.005741
2458221.713958 1.006646 0.005773
2458221.714620 1.007858 0.005792
2458221.715280 1.006489 0.005801
2458221.716033 1.007117 0.005825
2458221.716698 1.010062 0.005859
2458221.717363 0.997780 0.005792
2458221.718026 1.007908 0.005865
2458221.718822 1.006222 0.005889
2458221.719485 1.004761 0.005897
2458221.720148 1.004555 0.005916
2458221.720810 1.003504 0.005916
2458221.721564 1.002077 0.005926
2458221.722228 0.999732 0.005938
2458221.722889 1.005740 0.005998
2458221.723552 1.009204 0.006038
2458221.724327 0.994021 0.005956
2458221.724990 1.001365 0.006013
2458221.725658 1.002107 0.006043
2458221.726320 0.988042 0.005987
2458221.726983 1.004110 0.006108
2458221.727646 1.000719 0.006117
2458221.728309 0.999721 0.006149
2458221.728969 0.998590 0.006173
2458221.729631 0.994985 0.006180
2458221.730293 0.994349 0.006215
2458221.730957 1.000532 0.006287
2458221.731619 0.990946 0.006262
2458221.732282 0.997158 0.006345
2458221.732943 0.990901 0.006351
2458221.733699 0.996644 0.006435
2458221.734361 0.992641 0.006440
2458221.735025 0.983520 0.006401
2458221.735688 0.984489 0.006436
2458221.736352 0.989495 0.006508
2458221.737015 0.992642 0.006561
2458221.737678 0.978213 0.006494
2458221.738340 0.985311 0.006576
2458221.739002 0.986903 0.006620
2458221.739665 0.979101 0.006612
2458221.740418 0.994194 0.006764
2458222.467628 1.061107 0.038242
2458222.468286 1.073269 0.052722
2458222.469045 0.953970 0.037422
2458222.469706 1.000085 0.026036
2458222.470370 0.995278 0.017565
2458222.471123 1.005426 0.015325
2458222.471782 1.005529 0.013883
2458222.472531 0.992234 0.012306
2458222.473190 0.988948 0.011230
2458222.473942 0.984984 0.010189
2458222.474602 0.992563 0.009550
2458222.475264 1.000162 0.009028
2458222.475925 0.991113 0.008472
2458222.476682 0.996684 0.008067
2458222.477341 0.993649 0.007733
2458222.478002 0.994380 0.007477
2458222.478663 0.991969 0.007252
2458222.479412 0.992511 0.007028
2458222.480074 0.984433 0.006820
2458222.480733 0.987349 0.006723
2458222.481394 0.998622 0.006711
2458222.482053 0.988792 0.006560
2458222.482717 0.996489 0.006519
2458222.483466 0.988744 0.006399
2458222.484126 0.994108 0.006372
2458222.484788 0.993790 0.006334
2458222.485448 0.989140 0.006303
2458222.486197 0.988545 0.006300
2458222.486859 0.995054 0.006327
2458222.487519 0.996860 0.006308
2458222.488180 1.001406 0.006313
2458222.488842 0.993351 0.006253
2458222.489503 0.996138 0.006263
2458222.490256 1.004186 0.006301
2458222.490915 0.992784 0.006225
2458222.491578 1.000596 0.006288
2458222.492239 1.002273 0.006309
2458222.492989 0.997197 0.006264
2458222.493648 1.002736 0.006276
2458222.494311 1.000028 0.006244
2458222.494971 1.005925 0.006271
2458222.495634 1.000779 0.006231
2458222.496292 1.000036 0.006228
2458222.496952 0.998621 0.006219
2458222.497613 0.993581 0.006174
2458222.498278 1.004816 0.006225
2458222.498941 1.010286 0.006259
2458222.499602 1.004042 0.006209
2458222.500268 1.005240 0.006216
2458222.501020 1.006249 0.006208
2458222.501683 1.007373 0.006196
2458222.502343 1.017981 0.006260
2458222.503005 1.016549 0.006260
2458222.503664 1.013633 0.006237
2458222.504324 1.014847 0.006229
2458222.504987 1.018679 0.006261
2458222.505651 1.014232 0.006221
2458222.506313 1.019565 0.006245
2458222.506974 1.017841 0.006235
2458222.507635 1.010990 0.006213
2458222.508297 1.014722 0.006241
2458222.508960 1.014766 0.006250
2458222.509711 1.016288 0.006281
2458222.510373 1.012674 0.006255
2458222.511035 1.011061 0.006235
2458222.511699 1.012828 0.006236
2458222.512361 1.014232 0.006228
2458222.513023 1.012589 0.006211
2458222.513685 1.013020 0.006223
2458222.514350 1.012088 0.006229
2458222.515010 1.018821 0.006273
2458222.515671 1.024986 0.006303
2458222.516332 1.019443 0.006271
2458222.516995 1.017109 0.006265
2458222.517656 1.011007 0.006217
2458222.518322 1.013039 0.006219
2458222.518983 1.017385 0.006245
2458222.519648 1.022350 0.006285
2458222.520310 1.016838 0.006233
2458222.520973 1.020415 0.006221
2458222.521726 1.021034 0.006183
2458222.522481 1.022008 0.006168
2458222.523144 1.022083 0.006176
2458222.523810 1.027569 0.006209
2458222.524472 1.021260 0.006180
2458222.525134 1.026055 0.006192
2458222.525798 1.019311 0.006137
2458222.526461 1.017506 0.006124
2458222.527122 1.025410 0.006178
2458222.527783 1.026370 0.006199
2458222.528444 1.019547 0.006154
2458222.529107 1.027261 0.006221
2458222.529769 1.025231 0.006199
2458222.530430 1.019112 0.006145
2458222.531094 1.027389 0.006184
2458222.531759 1.019407 0.006130
2458222.532424 1.020134 0.006140
2458222.533085 1.017771 0.006105
2458222.533746 1.023352 0.006129
2458222.534407 1.023541 0.006122
2458222.535152 1.025683 0.006146
2458222.535814 1.027614 0.006175
2458222.536488 1.024747 0.006163
2458222.537151 1.022087 0.006152
2458222.537817 1.020825 0.006150
2458222.538478 1.025791 0.006168
2458222.539141 1.024217 0.006170
2458222.539806 1.028479 0.006181
2458222.540471 1.020847 0.006121
2458222.541134 1.009047 0.006046
2458222.541805 1.016254 0.006088
2458222.542466 1.027052 0.006143
2458222.543127 1.028897 0.006143
2458222.543789 1.024401 0.006111
2458222.544452 1.024668 0.006113
2458222.545113 1.020904 0.006100
2458222.545777 1.019352 0.006101
2458222.546439 1.025763 0.006138
2458222.547192 1.017042 0.006080
2458222.547854 1.018150 0.006075
2458222.548516 1.025005 0.006117
2458222.549176 1.022795 0.006108
2458222.549838 1.031992 0.006152
2458222.550500 1.023242 0.006103
2458222.551161 1.023886 0.006114
2458222.551823 1.026515 0.006127
2458222.552484 1.019673 0.006074
2458222.553147 1.021619 0.006071
2458222.553807 1.016566 0.006038
2458222.554468 1.019625 0.006073
2458222.555131 1.019033 0.006067
2458222.555795 1.025662 0.006116
2458222.556459 1.014379 0.006050
2458222.557125 1.025879 0.006135
2458222.557788 1.019703 0.006097
2458222.558451 1.017624 0.006088
2458222.559114 1.017330 0.006121
2458222.559781 1.022258 0.006136
2458222.560442 1.026508 0.006165
2458222.561105 1.018393 0.006125
2458222.561855 1.015182 0.006106
2458222.562520 1.018693 0.006141
2458222.563180 1.006011 0.006129
2458222.563841 1.010971 0.006125
2458222.564504 1.017667 0.006176
2458222.565164 1.020130 0.006219
2458222.565828 1.017756 0.006210
2458222.566492 1.020208 0.006221
2458222.567153 1.016733 0.006195
2458222.567815 1.016911 0.006220
2458222.568476 1.016881 0.006231
2458222.569140 1.017891 0.006228
2458222.569801 1.012903 0.006197
2458222.570455 1.020322 0.006269
2458222.571118 1.009165 0.006198
2458222.571779 1.005751 0.006230
2458222.572443 1.011072 0.006256
2458222.573111 1.011798 0.006249
2458222.573775 1.015519 0.006268
2458222.574440 1.009965 0.006232
2458222.575099 1.008179 0.006224
2458222.575761 1.009506 0.006235
2458222.576422 1.006473 0.006217
2458222.577081 1.005969 0.006229
2458222.577744 1.006539 0.006249
2458222.578409 1.010493 0.006313
2458222.579072 1.002387 0.006246
2458222.579735 1.008785 0.006300
2458222.580397 1.002834 0.006254
2458222.581059 1.002034 0.006254
2458222.581722 1.001823 0.006275
