TESSID,RA,dec
149218335,82.067800,-60.292166
149218350,82.107423,-60.256644
149218497,82.371666,-59.999372
149218683,82.203586,-60.505259
149218890,82.372391,-61.048513
149219092,82.389626,-61.510392
149219145,82.267648,-61.610832
149219376,82.193252,-62.089077
149219496,82.322178,-62.314255
149219729,82.230182,-62.739006
149220378,82.269011,-63.741307
149220445,82.405448,-63.837186
149247623,82.195367,-64.912265
149247707,82.296786,-64.999778
149248089,82.231405,-65.342552
149248196,82.186873,-65.448621
149248793,82.427232,-65.837611
149248932,82.591149,-65.713587
149248969,82.525068,-65.661612
149250753,82.566139,-63.927683
149251443,82.494069,-63.138156
149251611,82.518371,-62.884446
149251911,82.512531,-62.448874
149252225,82.595740,-61.816826
149252305,82.493619,-61.642709
149252615,82.484157,-60.924217
149252670,82.603146,-60.807984
149252961,82.541043,-60.132118
149253140,82.783435,-60.125298
149253154,82.887706,-60.173166
149253173,82.785717,-60.244344
149253409,82.866800,-60.880834
149269178,82.865183,-64.094862
149269965,82.845382,-64.902334
149270613,82.746576,-65.470551
149271303,82.927158,-65.840614
149272506,82.951422,-64.741739
149273299,83.028019,-63.994096
149274312,83.124238,-62.758132
149274367,83.078754,-62.689240
149274422,83.141913,-62.587747
149275235,83.016624,-60.961450
149301575,82.979444,-60.477116
149302086,83.186894,-60.724076
149302507,83.308994,-61.676459
149302552,83.390907,-61.762080
149302744,83.382302,-62.109144
149302825,83.378669,-62.250248
149303310,83.195973,-63.012649
149303648,83.220321,-63.456027
149303766,83.250544,-63.615020
149304313,83.248217,-64.227531
149304495,83.365326,-64.418332
149305070,83.307049,-65.022690
149305792,83.207917,-65.682741
149306769,83.591083,-65.273971
149307780,83.564907,-64.339666
149308175,83.492523,-63.902360
149308317,83.510887,-63.744477
149346163,83.612392,-62.838593
149346200,83.416158,-62.771972
149346267,83.587269,-62.688768
149346418,83.406302,-62.489812
149346675,83.630216,-62.009668
149346752,83.419533,-61.841011
149347103,83.477552,-61.055812
149347296,83.429132,-60.537482
149347480,83.608933,-60.104184
149347534,83.497777,-59.950355
149347608,83.743318,-60.131505
149347629,83.648302,-60.182846
149347772,83.800228,-60.589512
149347805,83.785728,-60.685773
149347948,83.802191,-61.057238
149347992,83.739304,-61.176049
149348101,83.801428,-61.445102
149348257,83.693927,-61.837857
149348420,83.799417,-62.146379
149348488,83.672850,-62.261620
149349037,83.853311,-63.067389
149349809,83.869500,-64.056427
149350447,83.705000,-64.755551
149351679,83.666516,-65.874203
149351776,84.013501,-65.921958
149388265,84.090601,-65.179529
149388641,84.106485,-64.797427
149389419,83.996068,-63.926502
149390565,83.945858,-62.344680
149390585,84.105579,-62.319869
149390648,84.073293,-62.204255
149390710,83.906473,-62.052131
149391010,83.919121,-61.338328
149391142,83.965796,-61.014614
149391335,84.085640,-60.503007
149391500,84.113690,-60.067077
149391535,83.945132,-59.953398
149391878,84.137465,-60.758601
149392092,84.362220,-61.268905
149392574,84.304803,-62.272283
149392671,84.265500,-62.449195
149393781,84.147246,-63.840744
149394036,84.268724,-64.149871
149394257,84.210781,-64.393224
149420149,84.579550,-65.643178
149420596,84.371442,-65.211684
149420896,84.509061,-64.909353
149422087,84.484302,-63.463097
149422096,84.469977,-63.446245
149422364,84.548806,-63.104154
149423103,84.415707,-61.912133
149423111,84.579329,-61.899605
149423152,84.468849,-61.787624
149423174,84.496314,-61.734242
149423222,84.532365,-61.654721
149423433,84.610331,-61.167014
149423652,84.466195,-60.644294
149423694,84.590396,-60.541604
149423851,84.441494,-60.086082
149424144,84.619540,-60.535180
149424264,84.642858,-60.839964
149444341,84.774958,-63.479961
149444545,84.822621,-63.727737
149444563,84.750136,-63.750883
149444868,84.701284,-64.093059
149445258,84.705716,-64.582665
149445580,84.634546,-64.936289
149445928,84.794560,-65.259733
149449385,85.013153,-62.880086
149449388,85.018025,-62.877311
149449530,85.080024,-62.647715
149449615,84.867847,-62.525088
149449795,85.074036,-62.265593
149449805,84.857574,-62.241221
149449888,85.069990,-62.106382
149450152,85.017371,-61.592423
149450428,84.979222,-60.933395
149450584,84.925772,-60.489205
149450612,85.032271,-60.390955
149450645,84.903907,-60.299126
149472907,85.102027,-60.527292
149472915,85.112156,-60.546604
149473171,85.172610,-61.208987
149473394,85.101534,-61.720266
149473467,85.270518,-61.857841
149473782,85.120714,-62.453191
149473839,85.110457,-62.552816
149474260,85.289757,-63.148875
149474387,85.281058,-63.334446
149474494,85.191840,-63.458063
149475559,85.267618,-64.819060
149475603,85.132883,-64.859501
149477100,85.355091,-65.447693
149477613,85.342157,-64.926137
149478361,85.508652,-63.964720
149478846,85.524519,-63.295667
149479134,85.421475,-62.864806
149479352,85.524964,-62.488523
149479510,85.439325,-62.152085
149479624,85.356134,-61.890484
149479700,85.515995,-61.753966
149497522,85.502341,-60.782425
149497543,85.472209,-60.728803
149497579,85.578694,-60.633904
149497662,85.423029,-60.448173
149497674,85.543653,-60.424310
149497691,85.460969,-60.381444
149497700,85.351454,-60.351723
149497763,85.417596,-60.188140
149497904,85.648779,-60.053157
149497924,85.759138,-60.106147
149497980,85.666509,-60.249035
149497993,85.651231,-60.288548
149498099,85.655271,-60.560356
149498198,85.758367,-60.868257
149498531,85.593304,-61.705526
149498548,85.662883,-61.740447
149498982,85.801574,-62.529360
149499292,85.677477,-63.024711
149499578,85.638390,-63.434222
149501485,85.699506,-65.656545
149502001,85.839528,-65.726953
149502950,85.846291,-64.715958
149503144,85.992700,-64.489600
149538123,85.943770,-62.473298
149538480,85.985164,-61.727422
149539016,85.887200,-60.362900
149539058,86.021520,-60.262391
149539101,85.906402,-60.146669
149539114,85.957241,-60.098438
149539158,86.018582,-59.946061
149539292,86.119163,-60.233766
149539552,86.283878,-60.918032
149539621,86.232622,-61.115113
149539842,86.233213,-61.666791
149539894,86.197865,-61.789591
149540013,86.151379,-62.067477
149540525,86.301423,-62.916882
149541777,86.301590,-64.507595
149541780,86.246562,-64.508901
149541841,86.196004,-64.590421
149542119,86.252353,-64.900210
149542538,86.261172,-65.311963
149542709,86.259031,-65.503762
149542947,86.193205,-65.735507
149543113,86.127270,-65.923242
149543900,86.418923,-65.135539
149570380,86.399114,-64.481974
149571930,86.544123,-62.436159
149572067,86.437692,-62.181405
149572160,86.494031,-61.960911
149572646,86.543156,-60.781633
149572720,86.464746,-60.546088
149572723,86.316562,-60.527660
149573010,86.678920,-60.158637
149573096,86.698332,-60.328250
149573208,86.632267,-60.597976
149573264,86.646044,-60.718690
149573437,86.584376,-61.162532
149573659,86.612318,-61.699498
149573822,86.780621,-62.059212
149574542,86.711394,-63.271961
149575726,86.769056,-64.762491
149575810,86.614167,-64.851008
149576148,86.743918,-65.229515
149576407,86.708076,-65.481608
149576413,86.671834,-65.487108
149598676,86.975947,-64.622080
149598862,86.997095,-64.384200
149599189,86.880767,-63.999000
149599971,86.876610,-62.915772
149600376,86.880539,-62.199024
149600384,86.865029,-62.181219
149600639,86.851828,-61.694473
149600846,87.030796,-61.202961
149601140,86.889198,-60.476891
149601156,86.965113,-60.409415
149601408,87.042655,-60.091129
149601451,87.101345,-60.191057
149601768,87.137420,-61.035398
149602308,87.250056,-62.229140
149602615,87.057760,-62.753050
149603071,87.073629,-63.405633
149603524,87.139974,-63.988441
149625254,87.093338,-64.360549
149625580,87.206500,-64.788510
149625812,87.040573,-65.038794
149626644,87.187705,-65.863663
149626650,87.200635,-65.873748
149628034,87.386578,-64.486278
149628100,87.382857,-64.405419
149628216,87.306481,-64.266318
149628632,87.389907,-63.703796
149628795,87.330967,-63.455015
149629043,87.496854,-63.060165
149629077,87.374604,-63.020990
149629083,87.409387,-63.012314
149629235,87.387272,-62.755044
149630117,87.444536,-60.805539
149630160,87.401912,-60.676293
149630595,87.550480,-60.289113
149630677,87.715751,-60.495058
149630734,87.545714,-60.640392
149630754,87.560673,-60.692755
149630824,87.728835,-60.880407
149631035,87.724744,-61.424612
149631289,87.577822,-62.080200
149663985,87.722286,-62.898432
149664254,87.739957,-63.326511
149664423,87.648450,-63.581133
149665462,87.740746,-64.929875
149665755,87.662529,-65.260132
149902052,88.163747,-60.506514
149902176,88.035424,-60.831909
149902203,88.197852,-60.882462
149902303,88.033572,-61.120547
149902366,88.023051,-61.271167
149902411,88.059644,-61.385137
149902539,88.209713,-61.675872
149902658,88.197561,-61.935695
149902847,88.196258,-62.317506
149903250,88.195198,-63.024689
149913419,88.180262,-64.003553
149913593,88.226663,-64.252229
149913598,88.110087,-64.261049
149913647,88.231382,-64.327436
149913913,88.025344,-64.682216
149914072,88.125289,-64.880069
149914329,88.118215,-65.180911
149914338,88.200263,-65.187790
149914697,88.030752,-65.571651
149930009,89.699101,-61.395882
149930060,89.563535,-61.496329
149930084,89.527100,-61.548813
149930150,89.693882,-61.703885
149930656,89.584335,-62.735439
149930946,89.579354,-63.260501
149930948,89.548614,-63.261638
149930994,89.575768,-63.331754
149931603,89.492503,-64.298585
149931754,89.626778,-64.556156
149933253,89.913398,-65.446969
149933776,89.700962,-64.731451
149933986,89.744903,-64.380743
149934305,89.888963,-63.934587
149934431,89.728132,-63.732216
149934554,89.733433,-63.555051
149934590,89.763250,-63.519585
149934667,89.886215,-63.398284
149935043,89.740007,-62.778111
149935338,89.835409,-62.183734
149935360,89.925797,-62.142710
149935365,89.921500,-62.126728
149935510,89.738504,-61.770851
149970589,89.895552,-60.561498
149970599,89.747458,-60.527803
149970613,89.917247,-60.481778
149970875,89.795481,-59.892154
149970948,90.100995,-60.114973
149971113,90.113160,-60.494323
149971277,90.008964,-60.802276
149971331,90.048920,-60.915884
149971537,90.171746,-61.357288
149971538,90.052160,-61.358117
149971754,90.011841,-61.827994
149971828,90.079200,-61.998775
149972102,90.101570,-62.602719
149972207,89.975425,-62.808860
149972211,90.151248,-62.812237
149973044,90.082317,-64.085950
149973196,90.032116,-64.310009
149973281,89.944882,-64.454479
149973467,90.145772,-64.706135
149973526,90.127668,-64.763435
149973879,90.076880,-65.249640
149975676,90.336204,-64.360700
149975922,90.348208,-63.984592
149976187,90.296130,-63.533519
149976276,90.243724,-63.374127
149976395,90.424948,-63.135830
149976535,90.194665,-62.871236
149977015,90.291992,-61.765318
149987940,90.423041,-61.169751
149988059,90.197629,-60.892625
149988068,90.211369,-60.868854
149988104,90.328906,-60.785908
149988120,90.425827,-60.740466
149988225,90.311112,-60.485616
149988523,90.538897,-60.096830
149989242,90.622302,-61.713261
149989535,90.623291,-62.343222
149989781,90.500638,-62.850500
149989864,90.445543,-63.050803
149989954,90.477682,-63.247131
149990098,90.541450,-63.545334
149990367,90.581249,-64.032985
149990841,90.662518,-64.819548
149990865,90.473807,-64.860529
149991210,90.530656,-65.343014
149991578,90.666419,-65.821862
149991793,90.737524,-65.773247
149992221,90.788319,-65.255051
149992242,90.741919,-65.228136
149992308,90.700393,-65.161764
149992479,90.772353,-64.937304
149993445,90.740649,-63.323428
149993666,90.788781,-62.952339
149993720,90.854119,-62.862552
149993861,90.678029,-62.639998
150028806,90.891674,-62.198583
150028833,90.681150,-62.154518
150029272,90.740123,-61.193026
150029275,90.730268,-61.186379
150029382,90.870180,-60.969120
150029448,90.879904,-60.833989
150029474,90.702306,-60.765706
150029502,90.723103,-60.705571
150029538,90.741438,-60.644086
150029651,90.797933,-60.383469
150029671,90.898066,-60.331589
150029756,90.843954,-60.120912
150029813,90.754228,-59.995794
150030205,90.983608,-60.666320
150030250,90.972971,-60.782230
150030323,91.056641,-60.942108
150030411,90.946760,-61.151980
150030950,90.985922,-62.331220
150031040,91.134342,-62.514434
150031443,90.957071,-63.272884
150031624,91.019743,-63.561877
150031766,91.057710,-63.807912
150032410,90.923059,-64.911375
150032786,91.007079,-65.455742
150032882,91.036250,-65.590675
150032983,91.024482,-65.714033
150033237,91.289975,-65.847862
150034948,91.192441,-63.453404
150062447,91.314078,-62.293963
150062502,91.164304,-62.178297
150062527,91.176491,-62.126547
150062772,91.377076,-61.637194
150062797,91.384756,-61.592245
150062883,91.360207,-61.393149
150062931,91.163358,-61.301862
150063303,91.283653,-60.546847
150063321,91.332952,-60.497959
150063580,91.545939,-59.972640
150063997,91.607382,-60.912707
150064238,91.547565,-61.438561
150064391,91.425071,-61.748581
150064525,91.535602,-62.006007
150064695,91.470528,-62.376862
150065109,91.609017,-63.060965
150065151,91.408671,-63.135980
150065244,91.615755,-63.312910
150065945,91.494429,-64.396859
150066631,91.494495,-65.307132
150066811,91.561751,-65.548645
150067087,91.479346,-65.902499
150067104,91.427424,-65.953946
150068381,91.871722,-64.158977
150097991,91.652903,-63.600232
150098291,91.766685,-63.092446
150098542,91.682646,-62.682610
150098777,91.764193,-62.154568
150098860,91.799862,-61.996915
150098979,91.757639,-61.740529
150099079,91.779309,-61.524148
150099218,91.730638,-61.236482
150099511,91.652078,-60.606805
150100106,92.108740,-60.558441
150100421,91.992000,-61.252900
150100627,91.915401,-61.696122
150101472,92.105789,-63.254407
150101476,92.094243,-63.261329
150101501,92.044314,-63.307798
150101564,92.084855,-63.416301
150101616,92.005538,-63.499774
150101688,92.127755,-63.598243
150101799,92.049848,-63.786752
150101958,91.980632,-64.002560
150102227,91.950338,-64.441588
150103472,92.185160,-65.878721
150103650,92.341717,-65.679480
150104694,92.143436,-64.120432
150104808,92.280375,-63.960859
150105350,92.290783,-63.019231
150105372,92.133218,-62.980694
150105603,92.218671,-62.551615
150105613,92.170454,-62.515547
150106200,92.208676,-61.247738
150106553,92.336773,-60.447385
150106601,92.324498,-60.330858
150106948,92.531418,-60.304938
150107176,92.560066,-60.769664
150107214,92.493777,-60.853756
150107221,92.602060,-60.861239
150107262,92.435620,-60.947523
150107539,92.501800,-61.559486
150107703,92.385306,-61.897982
150108711,92.606907,-63.839924
150109008,92.550529,-64.341798
150110391,92.812344,-65.589336
150139182,92.749491,-65.205782
150139263,92.819324,-65.130246
150140166,92.718747,-64.471938
150140723,92.846243,-63.981901
150141418,92.836457,-63.318220
150141813,92.762878,-62.930552
150141898,92.702235,-62.817839
150142207,92.675699,-62.525797
150142269,92.693302,-62.490771
150142653,92.762867,-62.042808
150142806,92.711519,-61.875084
150143137,92.720378,-61.499810
150143209,92.626532,-61.409356
150143424,92.806717,-61.138552
150143665,92.849227,-60.845964
150144415,92.841435,-60.059982
150144570,93.008197,-59.974429
150144933,92.860753,-60.329836
150144941,92.864255,-60.332514
150145438,92.950313,-60.829792
150145456,92.958186,-60.842988
150145800,92.977046,-61.191501
150146973,93.049342,-62.395307
150147276,92.978968,-62.705070
150147985,93.005011,-63.280042
150150095,92.960850,-65.048138
150150734,93.046808,-65.531157
150151262,92.936137,-65.825972
150162697,93.234987,-65.815271
150162739,93.247440,-65.770251
150163695,93.138583,-64.269425
150164081,93.108909,-63.602992
150164124,93.118532,-63.529376
150164523,93.151386,-62.771158
150164543,93.265669,-62.729398
150164774,93.116549,-62.275898
150164795,93.199265,-62.232030
150164875,93.244229,-62.071449
150165018,93.181941,-61.799265
150165034,93.135692,-61.764026
150165657,93.268450,-60.462672
150165735,93.157903,-60.317674
150165740,93.231159,-60.307934
150166091,93.462845,-60.224385
150166281,93.533908,-60.577328
150166397,93.453397,-60.826590
150166465,93.449243,-60.962241
150166526,93.546383,-61.082245
150166549,93.557498,-61.144066
150166711,93.421721,-61.453500
150166721,93.504815,-61.473226
150166759,93.458188,-61.538946
150167319,93.515448,-62.630974
150167420,93.396491,-62.816292
150167643,93.498053,-63.207744
150168641,93.469246,-64.946615
150168739,93.458870,-65.087791
150185574,93.468303,-65.514830
